Date,Price
2021-06-18 00:00:00 UTC,2.983971073
2021-06-19 00:00:00 UTC,2.975660337
2021-06-20 00:00:00 UTC,2.95696693
2021-06-21 00:00:00 UTC,2.97407766
2021-06-22 00:00:00 UTC,2.972936358
2021-06-23 00:00:00 UTC,3.014874435
2021-06-24 00:00:00 UTC,3.024282381
2021-06-25 00:00:00 UTC,3.001210557
2021-06-26 00:00:00 UTC,3.042083548
2021-06-27 00:00:00 UTC,3.022975574
2021-06-28 00:00:00 UTC,3.018536648
2021-06-29 00:00:00 UTC,3.015304061
2021-06-30 00:00:00 UTC,3.007269604
2021-07-01 00:00:00 UTC,3.022305049
2021-07-02 00:00:00 UTC,3.000397348
2021-07-03 00:00:00 UTC,3.019280448
2021-07-04 00:00:00 UTC,3.023818831
2021-07-05 00:00:00 UTC,3.01334876
2021-07-06 00:00:00 UTC,2.994805715
2021-07-07 00:00:00 UTC,3.016750453
2021-07-08 00:00:00 UTC,2.993617886
2021-07-09 00:00:00 UTC,2.98744119
2021-07-10 00:00:00 UTC,2.994747465
2021-07-11 00:00:00 UTC,3.000911821
2021-07-12 00:00:00 UTC,2.967144982
2021-07-13 00:00:00 UTC,2.975601317
2021-07-14 00:00:00 UTC,2.979907882
2021-07-15 00:00:00 UTC,2.977850096
2021-07-16 00:00:00 UTC,2.995676462
